"test_id","order","word","response","subj_id","wp_location","error_code","potentiophone"
"wp",202,"balle",NA,"lea_q",NA,NA,NA
"wp",203,"selle",NA,"lea_q",NA,NA,NA
"wp",204,"bise","briz","lea_q",0,"cod",1
"wp",205,"vase",NA,"lea_q",NA,NA,NA
"wp",206,"murs","mar","lea_q",0,"vad",1
"wp",207,"sers",NA,"lea_q",NA,NA,NA
"wp",208,"dira",NA,"lea_q",NA,NA,NA
"wp",209,"dure",NA,"lea_q",NA,NA,NA
"wp",210,"serra",NA,"lea_q",NA,NA,NA
"wp",211,"verre",NA,"lea_q",NA,NA,NA
"wp",212,"malle",NA,"lea_q",NA,NA,NA
"wp",213,"bille","bil","lea_q",1,"gemom",1
"wp",214,"cape","karap","lea_q",0,"cad_bvod/vad",0
"wp",215,"page",NA,"lea_q",NA,NA,NA
"wp",216,"peur",NA,"lea_q",NA,NA,NA
"wp",217,"poux",NA,"lea_q",NA,NA,NA
"wp",218,"mots",NA,"lea_q",NA,NA,NA
"wp",219,"pois",NA,"lea_q",NA,NA,NA
"wp",220,"liège","lEZ","lea_q",0,"vom",0
"wp",221,"singe",NA,"lea_q",NA,NA,NA
"wp",222,"doux",NA,"lea_q",NA,NA,NA
"wp",223,"peux","p*r","lea_q",1,"cad",1
"wp",224,"litre",NA,"lea_q",NA,NA,NA
"wp",225,"vivre",NA,"lea_q",NA,NA,NA
"wp",226,"puis",NA,"lea_q",NA,NA,NA
"wp",227,"sois",NA,"lea_q",NA,NA,NA
"wp",228,"mille",NA,"lea_q",NA,NA,NA
"wp",229,"folle",NA,"lea_q",NA,NA,NA
"wp",230,"peine","pl5","lea_q",0,"cod_vom",1
"wp",231,"reins","rEn","lea_q",1,"sml",1
"wp",232,"mont",NA,"lea_q",NA,NA,NA
"wp",233,"sent",NA,"lea_q",NA,NA,NA
"wp",234,"aire",NA,"lea_q",NA,NA,NA
"wp",235,"pile",NA,"lea_q",NA,NA,NA
"wp",236,"aime",NA,"lea_q",NA,NA,NA
"wp",237,"armé","mar","lea_q",1,"clp_vom",1
"wp",238,"bout",NA,"lea_q",NA,NA,NA
"wp",239,"toit",NA,"lea_q",NA,NA,NA
"wp",240,"lame","larm","lea_q",0,"cad",1
"wp",241,"rime",NA,"lea_q",NA,NA,NA
"wp",242,"soin","s§","lea_q",0,"vom/vadom",1
"wp",243,"sais",NA,"lea_q",NA,NA,NA
"wp",244,"note",NA,"lea_q",NA,NA,NA
"wp",245,"voie",NA,"lea_q",NA,NA,NA
"wp",246,"gris",NA,"lea_q",NA,NA,NA
"wp",247,"iras",NA,"lea_q",NA,NA,NA
"wp",248,"ferai",NA,"lea_q",NA,NA,NA
"wp",249,"seras",NA,"lea_q",NA,NA,NA
"wp",250,"colle",NA,"lea_q",NA,NA,NA
"wp",251,"foule","bul","lea_q",1,"cad",1
"wp",252,"grave",NA,"lea_q",NA,NA,NA
"wp",253,"brève",NA,"lea_q",NA,NA,NA
"wp",254,"fous",NA,"lea_q",NA,NA,NA
"wp",255,"tour",NA,"lea_q",NA,NA,NA
"wp",256,"masse","mars","lea_q",0,"cod",1
"wp",257,"cesse",NA,"lea_q",NA,NA,NA
"wp",258,"fixa",NA,"lea_q",NA,NA,NA
"wp",259,"file",NA,"lea_q",NA,NA,NA
"wp",260,"manie",NA,"lea_q",NA,NA,NA
"wp",261,"marge",NA,"lea_q",NA,NA,NA
"wp",262,"dont",NA,"lea_q",NA,NA,NA
"wp",263,"vent",NA,"lea_q",NA,NA,NA
"wp",264,"fois",NA,"lea_q",NA,NA,NA
"wp",265,"mais",NA,"lea_q",NA,NA,NA
"wp",266,"verra",NA,"lea_q",NA,NA,NA
"wp",267,"verse",NA,"lea_q",NA,NA,NA
"wp",268,"faute",NA,"lea_q",NA,NA,NA
"wp",269,"sauve",NA,"lea_q",NA,NA,NA
"wp",270,"fini",NA,"lea_q",NA,NA,NA
"wp",271,"mine",NA,"lea_q",NA,NA,NA
"wp",272,"dure",NA,"lea_q",NA,NA,NA
"wp",273,"pire",NA,"lea_q",NA,NA,NA
"wp",274,"fasse",NA,"lea_q",NA,NA,NA
"wp",275,"bosse",NA,"lea_q",NA,NA,NA
"wp",276,"boude",NA,"lea_q",NA,NA,NA
"wp",277,"coule",NA,"lea_q",NA,NA,NA
"wp",278,"fend","f@d","lea_q",0,"sml/mor",1
"wp",279,"rond",NA,"lea_q",NA,NA,NA
"wp",280,"rends",NA,"lea_q",NA,NA,NA
"wp",281,"vendu",NA,"lea_q",NA,NA,NA
"wp",282,"vente",NA,"lea_q",NA,NA,NA
"wp",283,"perte",NA,"lea_q",NA,NA,NA
"wp",284,"aide",NA,"lea_q",NA,NA,NA
"wp",285,"vise","vis","lea_q",1,"sml",1
"wp",286,"paire",NA,"lea_q",NA,NA,NA
"wp",287,"foire",NA,"lea_q",NA,NA,NA
"wp",288,"fait",NA,"lea_q",NA,NA,NA
"wp",289,"luit",NA,"lea_q",NA,NA,NA
